Date,Segment_id,x,y,Evapotranspiration,Precipitation,Irrigation_pumping,Observed
727533,40,1798990,14561280,0.28,20.47,0,11.9732258
727564,40,1798990,14561280,0.11,26.57,0,12.7032258
727593,40,1798990,14561280,0.79,26.57,0,13.0613333
727624,40,1798990,14561280,0.71,26.57,0,13.0213333
727654,40,1798990,14561280,4.45,26.57,0,12.6909836
727685,40,1798990,14561280,7.18,26.57,0,12.0409836
727715,40,1798990,14561280,6.16,26.57,-0.1633,11.0581967
727746,40,1798990,14561280,3.38,26.57,-0.34402,9.7081967
727777,40,1798990,14561280,5.53,26.57,-0.35262,9.7377049
727807,40,1798990,14561280,5.56,26.57,-0.22773,11.2377049
727838,40,1798990,14561280,2.76,26.57,0,11.9704918
727868,40,1798990,14561280,0.79,26.57,0,11.9104918
727899,40,1798990,14561280,0.49,26.57,0,11.88
727930,40,1798990,14561280,0,36.81,0,11.88
727958,40,1798990,14561280,0,36.81,0,12.1751695
727989,40,1798990,14561280,0.5,36.81,0,12.8201695
728019,40,1798990,14561280,1.06,36.81,0,13.6810656
728050,40,1798990,14561280,2.41,36.81,0,14.756066
728080,40,1798990,14561280,5.71,36.81,-0.05667,15.44123
728111,40,1798990,14561280,1.8,36.81,-0.11938,15.69623
728142,40,1798990,14561280,4.5,36.81,-0.12237,15.916066
728172,40,1798990,14561280,4.36,36.81,-0.079029,16.091066
728203,40,1798990,14561280,4.09,36.81,0,16.221803
728233,40,1798990,14561280,1.97,36.81,0,16.306803
728264,40,1798990,14561280,1.41,36.81,0,15.955645
728295,40,1798990,14561280,0.32,20.03,0,15.140645
728323,40,1798990,14561280,0.43,20.03,0,14.955678
728354,40,1798990,14561280,1.87,20.03,0,15.470678
728384,40,1798990,14561280,1.76,20.03,0,15.443361
728415,40,1798990,14561280,7.14,20.03,0,14.798361
728445,40,1798990,14561280,6.33,20.03,-0.24431,13.701721
728476,40,1798990,14561280,6.1,20.03,-0.51468,12.1067213
728507,40,1798990,14561280,8.03,20.03,-0.52755,11.1642623
728537,40,1798990,14561280,6.26,20.03,-0.34071,10.9492623
728568,40,1798990,14561280,2.81,20.03,0,11.582623
728598,40,1798990,14561280,0.19,20.03,0,13.092623
728629,40,1798990,14561280,0.08,20.03,0,14.068065
728660,40,1798990,14561280,0.01,28.06,0,14.498065
728688,40,1798990,14561280,1.13,28.06,0,14.699407
728719,40,1798990,14561280,1.18,28.06,0,14.654407
728749,40,1798990,14561280,2.33,28.06,0,14.301967
728780,40,1798990,14561280,0.72,28.06,0,13.6119672
728810,40,1798990,14561280,7.08,28.06,-0.38967,12.330082
728841,40,1798990,14561280,8.88,28.06,-0.82089,10.395082
728872,40,1798990,14561280,4.35,28.06,-0.84142,9.5693443
728902,40,1798990,14561280,4.97,28.06,-0.54341,9.9543443
728933,40,1798990,14561280,4.11,28.06,0,10.9565574
728963,40,1798990,14561280,1.8,28.06,0,12.5965574
728994,40,1798990,14561280,0.85,28.06,0,13.61629
729025,40,1798990,14561280,0.29,29.23,0,14.00129
729054,40,1798990,14561280,1.05,29.23,0,14.300333
729085,40,1798990,14561280,1.17,29.23,0,14.515333
729115,40,1798990,14561280,2.81,29.23,0,14.915246
729146,40,1798990,14561280,3.08,29.23,0,15.515246
729176,40,1798990,14561280,6.98,29.23,-0.23387,14.848279
729207,40,1798990,14561280,5.93,29.23,-0.49269,12.7832787
729238,40,1798990,14561280,4.72,29.23,-0.505,12.1868852
729268,40,1798990,14561280,3.59,29.23,-0.32615,13.1768852
729299,40,1798990,14561280,3.93,29.23,0,14.189016
729329,40,1798990,14561280,0,29.23,0,15.224016
729360,40,1798990,14561280,0.81,29.23,0,15.791129
729391,40,1798990,14561280,0.65,26.09,0,15.876129
729419,40,1798990,14561280,0.37,26.09,0,15.92
729450,40,1798990,14561280,1.9,26.09,0,15.92
729480,40,1798990,14561280,2.45,26.09,0,15.387541
729511,40,1798990,14561280,5.06,26.09,0,14.267541
729541,40,1798990,14561280,6.54,26.09,-0.30752,12.9716393
729572,40,1798990,14561280,8.8,26.09,-0.64785,11.4816393
729603,40,1798990,14561280,6.23,26.09,-0.66404,10.6508197
729633,40,1798990,14561280,5.22,26.09,-0.42886,10.5508197
729664,40,1798990,14561280,1.06,26.09,0,11.2622951
729694,40,1798990,14561280,0.34,26.09,0,12.8122951
729725,40,1798990,14561280,0.27,26.09,0,14.098387
729756,40,1798990,14561280,0.61,23.47,0,15.128387
729784,40,1798990,14561280,0.45,23.47,0,15.75839
729815,40,1798990,14561280,0.16,23.47,0,15.97339
729845,40,1798990,14561280,0.87,23.47,0,15.578934
729876,40,1798990,14561280,6.49,23.47,0,14.503934
729906,40,1798990,14561280,8.71,23.47,-0.22253,13.0985246
729937,40,1798990,14561280,4.63,23.47,-0.46879,11.3285246
729968,40,1798990,14561280,6.65,23.47,-0.48051,10.847541
729998,40,1798990,14561280,6.99,23.47,-0.31033,11.757541
730029,40,1798990,14561280,2.61,23.47,0,12.5790164
730059,40,1798990,14561280,0,23.47,0,13.3090164
730090,40,1798990,14561280,0.76,23.47,0,14.076774
730121,40,1798990,14561280,0.13,23,0,14.896774
730149,40,1798990,14561280,1.09,23,0,15.32
730180,40,1798990,14561280,1.41,23,0,15.32
730210,40,1798990,14561280,1.09,23,0,15.032377
730241,40,1798990,14561280,3.24,23,0,14.427377
730271,40,1798990,14561280,5.86,23,-0.26237,13.1330328
730302,40,1798990,14561280,9.3,23,-0.55271,11.0780328
730333,40,1798990,14561280,7.05,23,-0.56653,9.25
730363,40,1798990,14561280,5.79,23,-0.36588,6.3
712678,135,1223470,14761920,2.5,29.32,-0.0092305,5.4284426
712709,135,1223470,14761920,5.95,29.32,-0.0092305,6.203442623
712739,135,1223470,14761920,5.88,29.32,-0.0092305,6.9903279
712770,135,1223470,14761920,6,29.32,-0.0092305,7.7903279
712801,135,1223470,14761920,5.46,29.32,-0.0092305,8.2862295
712831,135,1223470,14761920,3.43,29.32,-0.0092305,8.4412295
712862,135,1223470,14761920,2.9,29.32,-0.0092305,8.6601639
712892,135,1223470,14761920,1.35,29.32,-0.0092305,8.9451639
712923,135,1223470,14761920,0.65,29.32,-0.0092305,9.2133871
712954,135,1223470,14761920,0.76,12.84,-0.0092305,9.4683871
712983,135,1223470,14761920,0.36,12.84,-0.0092305,9.4693333
713014,135,1223470,14761920,0.58,12.84,-0.0092305,9.1893333
713044,135,1223470,14761920,1.13,12.84,-0.0092305,8.8545902
713075,135,1223470,14761920,5.63,12.84,-0.0092305,8.4645902
713105,135,1223470,14761920,10.6,12.84,-0.0092305,7.7227869
713136,135,1223470,14761920,7.79,12.84,-0.0092305,6.5927869
713167,135,1223470,14761920,6.94,12.84,-0.0092305,6
713197,135,1223470,14761920,6.58,12.84,-0.0092305,6
713228,135,1223470,14761920,2.66,12.84,-0.0092305,6.4303279
713258,135,1223470,14761920,0.55,12.84,-0.0092305,7.3053279
713289,135,1223470,14761920,0.68,12.84,-0.0092305,7.8975806
713320,135,1223470,14761920,1,14.41,-0.0092305,8.2025806
713348,135,1223470,14761920,0.88,14.41,-0.0092305,8.4080508
713379,135,1223470,14761920,1.56,14.41,-0.0092305,8.5130508
713409,135,1223470,14761920,3.23,14.41,-0.0092305,8.2134426
713440,135,1223470,14761920,6.37,14.41,-0.0092305,7.4634426
713470,135,1223470,14761920,10.03,14.41,-0.0094718,6.5304098
713501,135,1223470,14761920,6.53,14.41,-0.0097389,5.3954098
713532,135,1223470,14761920,7.9,14.41,-0.0097517,4.9647541
713562,135,1223470,14761920,6.16,14.41,-0.0095671,5.2997541
713593,135,1223470,14761920,1.37,14.41,-0.0092305,6.067541
713623,135,1223470,14761920,0,14.41,-0.0092305,7.282541
713654,135,1223470,14761920,0.49,14.41,-0.0092305,8.0862903
713685,135,1223470,14761920,0.81,16.6,-0.0092305,8.4712903
713713,135,1223470,14761920,1.57,16.6,-0.0092305,8.6951695
713744,135,1223470,14761920,2.17,16.6,-0.0092305,8.7501695
713774,135,1223470,14761920,7.43,16.6,-0.0092305,8.055
713805,135,1223470,14761920,6.34,16.6,-0.0092305,6.53
713835,135,1223470,14761920,11.5,16.6,-0.016178,5.2664754
713866,135,1223470,14761920,11.92,16.6,-0.023867,4.2914754
713897,135,1223470,14761920,7.4,16.6,-0.024233,4.0701639
713927,135,1223470,14761920,5.34,16.6,-0.018919,4.6601639
713958,135,1223470,14761920,1.15,16.6,-0.0092305,5.4419672
713988,135,1223470,14761920,1.48,16.6,-0.0092305,6.4219672
714019,135,1223470,14761920,1.02,16.6,-0.0092305,7.07
714050,135,1223470,14761920,0.38,13,-0.012307,7.38
714078,135,1223470,14761920,0.53,13,-0.012307,7.54
714109,135,1223470,14761920,1.93,13,-0.012307,7.54
714139,135,1223470,14761920,4.33,13,-0.012307,7.2951639
714170,135,1223470,14761920,7.83,13,-0.012307,6.7801639
714200,135,1223470,14761920,7.38,13,-0.044641,5.7968852
714231,135,1223470,14761920,11.33,13,-0.080424,4.2968852
714262,135,1223470,14761920,8.66,13,-0.082127,3.8665574
714292,135,1223470,14761920,4.69,13,-0.057399,4.5915574
714323,135,1223470,14761920,2.67,13,-0.012307,5.4296721
714353,135,1223470,14761920,1.13,13,-0.012307,6.3846721
714384,135,1223470,14761920,0.44,13,-0.012307,7.0562903
714415,135,1223470,14761920,0.75,15.25,-0.012307,7.4412903
714444,135,1223470,14761920,0.96,15.25,-0.012307,7.808
714475,135,1223470,14761920,1.96,15.25,-0.012307,8.168
714505,135,1223470,14761920,3.65,15.25,-0.012307,7.9202459
714536,135,1223470,14761920,8.7,15.25,-0.012307,6.9952459
714566,135,1223470,14761920,10.07,15.25,-0.051781,5.5995902
714597,135,1223470,14761920,9.64,15.25,-0.095464,3.6845902
714628,135,1223470,14761920,7.52,15.25,-0.097543,2.53
714658,135,1223470,14761920,7.25,15.25,-0.067355,2.225
714689,135,1223470,14761920,2.63,15.25,-0.012307,3.23803279
714719,135,1223470,14761920,1.09,15.25,-0.012307,5.6130328
714750,135,1223470,14761920,0.79,15.25,-0.012307,6.9820968
714781,135,1223470,14761920,0.52,26.67,-0.012307,7.3170968
714809,135,1223470,14761920,1.14,26.67,-0.012307,7.5838136
714840,135,1223470,14761920,0.64,26.67,-0.012307,7.7888136
714870,135,1223470,14761920,1.84,26.67,-0.012307,7.7645082
714901,135,1223470,14761920,3.63,26.67,-0.012307,7.4795082
714931,135,1223470,14761920,6.69,26.67,-0.048273,6.8878689
714962,135,1223470,14761920,9.33,26.67,-0.088074,5.9578689
714993,135,1223470,14761920,8.85,26.67,-0.089968,5.4577049
715023,135,1223470,14761920,5.58,26.67,-0.062463,5.4327049
715054,135,1223470,14761920,1.41,26.67,-0.012307,5.7888525
715084,135,1223470,14761920,0.78,26.67,-0.012307,6.5388525
715115,135,1223470,14761920,1.13,26.67,-0.012307,7.0941935
715146,135,1223470,14761920,0.98,22.14,-0.012307,7.4541935
715174,135,1223470,14761920,0.26,22.14,-0.012307,7.6880508
715205,135,1223470,14761920,0,22.14,-0.012307,7.79305085
715235,135,1223470,14761920,1.4,22.14,-0.012307,7.5552459
715266,135,1223470,14761920,5.75,22.14,-0.012307,6.9352459
715296,135,1223470,14761920,8.2,22.14,-0.051148,6.2653279
715327,135,1223470,14761920,6.48,22.14,-0.094131,5.5403279
715358,135,1223470,14761920,8,22.14,-0.096177,4.97
715388,135,1223470,14761920,6.89,22.14,-0.066473,4.5836667
722359,135,1223470,14761920,1.75,28.37,-0.018461,3.616065574
722389,135,1223470,14761920,0.9,28.37,-0.018461,4.40106557
722420,135,1223470,14761920,0.65,28.37,-0.018461,4.96209677
722451,135,1223470,14761920,0.39,23.17,-0.018461,5.29709677
722479,135,1223470,14761920,0,23.17,-0.018461,5.6942373
722510,135,1223470,14761920,1.5,23.17,-0.018461,6.18423729
722540,135,1223470,14761920,2.16,23.17,-0.018461,6.39057377
722571,135,1223470,14761920,4.73,23.17,-0.018461,6.26557377
722601,135,1223470,14761920,9.78,23.17,-0.44501,5.0827869
722632,135,1223470,14761920,9.49,23.17,-0.91705,2.7327869
722663,135,1223470,14761920,6.34,23.17,-0.93952,1.65245902
722693,135,1223470,14761920,8.05,23.17,-0.61331,1.962459
722724,135,1223470,14761920,3.8,23.17,-0.018461,2.7298361
722754,135,1223470,14761920,0.95,23.17,-0.018461,3.9698361
722785,135,1223470,14761920,0.57,23.17,-0.018461,4.69677419
722816,135,1223470,14761920,0,21.16,-0.018461,4.89677419
722844,135,1223470,14761920,0.75,21.16,-0.018461,5.1670339
722875,135,1223470,14761920,0.39,21.16,-0.018461,5.5320339
722905,135,1223470,14761920,1.49,21.16,-0.018461,5.63254098
722936,135,1223470,14761920,5.17,21.16,-0.018461,5.427540984
722966,135,1223470,14761920,7.44,21.16,-0.23116,4.9967213
722997,135,1223470,14761920,5.45,21.16,-0.46654,4.3167213
723028,135,1223470,14761920,6.05,21.16,-0.47774,4.1296721
723058,135,1223470,14761920,8.08,21.16,-0.31508,4.4746721
723089,135,1223470,14761920,3.93,21.16,-0.018461,4.8639344
723119,135,1223470,14761920,1.04,21.16,-0.018461,5.2989344
723150,135,1223470,14761920,1.19,21.16,-0.018461,5.6579032
723181,135,1223470,14761920,0.24,14.21,-0.021538,5.94290323
723210,135,1223470,14761920,0.44,14.21,-0.021538,6.26033333
723241,135,1223470,14761920,0,14.21,-0.021538,6.625333333
723271,135,1223470,14761920,1.76,14.21,-0.021538,6.625081967
723302,135,1223470,14761920,4.85,14.21,-0.021538,6.21508197
723332,135,1223470,14761920,7.91,14.21,-0.37262,4.9921311
723363,135,1223470,14761920,10.54,14.21,-0.76115,2.8721311
723394,135,1223470,14761920,5.91,14.21,-0.77964,1.96163934
723424,135,1223470,14761920,6.44,14.21,-0.51115,2.3716393
723455,135,1223470,14761920,4.31,14.21,-0.021538,3.1136066
723485,135,1223470,14761920,1.69,14.21,-0.021538,4.1986066
723516,135,1223470,14761920,1.02,14.21,-0.021538,4.8370968
723547,135,1223470,14761920,0.95,29.78,-0.021538,5.01709677
723575,135,1223470,14761920,0.69,29.78,-0.021538,5.15805085
723606,135,1223470,14761920,0.4,29.78,-0.021538,5.26305085
723636,135,1223470,14761920,2.99,29.78,-0.021538,5.34377049
723667,135,1223470,14761920,3.75,29.78,-0.021538,5.393770492
723697,135,1223470,14761920,9.98,29.78,-0.22492,5.2987705
723728,135,1223470,14761920,6.68,29.78,-0.44999,5.0437705
723759,135,1223470,14761920,6.56,29.78,-0.4607,4.7821311
723789,135,1223470,14761920,6.55,29.78,-0.30517,4.5221311
723820,135,1223470,14761920,2.99,29.78,-0.021538,4.5301639
723850,135,1223470,14761920,0.22,29.78,-0.021538,4.81516393
723881,135,1223470,14761920,0.52,29.78,-0.021538,5.17048387
723912,135,1223470,14761920,0.38,21.01,-0.021538,5.60548387
723940,135,1223470,14761920,0.76,21.01,-0.021538,5.93754237
723971,135,1223470,14761920,1.42,21.01,-0.021538,6.17254237
724001,135,1223470,14761920,3.4,21.01,-0.021538,6.250081967
724032,135,1223470,14761920,4.8,21.01,-0.021538,6.14508197
724062,135,1223470,14761920,6.43,21.01,-0.26233,5.5504098
724093,135,1223470,14761920,10.14,21.01,-0.5288,4.4154098
724124,135,1223470,14761920,6.62,21.01,-0.54149,3.8716393
724154,135,1223470,14761920,6.53,21.01,-0.35734,3.9766393
724185,135,1223470,14761920,2.54,21.01,-0.021538,4.2070492
724215,135,1223470,14761920,1.25,21.01,-0.021538,4.56704918
724246,135,1223470,14761920,0,21.01,-0.021538,4.9
724277,135,1223470,14761920,0.56,20.32,-0.021538,5.21
724305,135,1223470,14761920,0.81,20.32,-0.021538,5.4523729
724336,135,1223470,14761920,0.35,20.32,-0.021538,5.6323729
724366,135,1223470,14761920,1.37,20.32,-0.021538,5.6444262
724397,135,1223470,14761920,2.64,20.32,-0.021538,5.4644262
724427,135,1223470,14761920,7.08,20.32,-0.26236,4.756721311
724458,135,1223470,14761920,9.95,20.32,-0.52887,3.46672131
724489,135,1223470,14761920,10.33,20.32,-0.54155,3.0678689
724519,135,1223470,14761920,7.83,20.32,-0.35738,3.6328689
724550,135,1223470,14761920,4.34,20.32,-0.021538,4.1634426
724580,135,1223470,14761920,0.92,20.32,-0.021538,4.6584426
724611,135,1223470,14761920,0,20.32,-0.021538,5.15919355
724642,135,1223470,14761920,0.31,27.24,-0.021538,5.674193548
724671,135,1223470,14761920,0.01,27.24,-0.021538,6.00066667
724702,135,1223470,14761920,0.4,27.24,-0.021538,6.13066667
724732,135,1223470,14761920,0,27.24,-0.021538,6.247541
724763,135,1223470,14761920,3.98,27.24,-0.021538,6.34754098
724793,135,1223470,14761920,7.71,27.24,-0.31737,5.79860656
724824,135,1223470,14761920,8.58,27.24,-0.64476,4.5336066
724855,135,1223470,14761920,9.38,27.24,-0.66034,3.9093443
724885,135,1223470,14761920,7.36,27.24,-0.4341,3.9893443
724916,135,1223470,14761920,2.04,27.24,-0.021538,4.3963934
724946,135,1223470,14761920,2.27,27.24,-0.021538,5.1413934
724977,135,1223470,14761920,1.38,27.24,-0.021538,5.44741935
725008,135,1223470,14761920,0.23,23.01,-0.021538,5.29741935
725036,135,1223470,14761920,0.7,23.01,-0.021538,5.52661017
725067,135,1223470,14761920,1.56,23.01,-0.021538,6.19661017
725097,135,1223470,14761920,2.43,23.01,-0.021538,6.43639344
725128,135,1223470,14761920,5.19,23.01,-0.021538,6.17639344
725158,135,1223470,14761920,6.5,23.01,-0.31464,5.4386066
725189,135,1223470,14761920,8.63,23.01,-0.63901,4.1736066
725220,135,1223470,14761920,7.1,23.01,-0.65444,3.7632787
725250,135,1223470,14761920,4.48,23.01,-0.43029,4.2782787
725281,135,1223470,14761920,3.28,23.01,-0.021538,4.6678689
725311,135,1223470,14761920,1.14,23.01,-0.021538,4.92786885
725342,135,1223470,14761920,0.66,23.01,-0.021538,5.08903226
725373,135,1223470,14761920,1.08,20.37,-0.021538,5.14903226
725401,135,1223470,14761920,0.93,20.37,-0.021538,5.36762712
725432,135,1223470,14761920,2.11,20.37,-0.021538,5.77762712
725462,135,1223470,14761920,5.09,20.37,-0.021538,5.77655738
725493,135,1223470,14761920,6.74,20.37,-0.021538,5.3065574
725523,135,1223470,14761920,7.59,20.37,-0.32824,4.5085246
725554,135,1223470,14761920,7.99,20.37,-0.66764,3.3485246
725585,135,1223470,14761920,6.16,20.37,-0.6838,2.9539344
725615,135,1223470,14761920,5.15,20.37,-0.44925,3.3889344
725646,135,1223470,14761920,0.8,20.37,-0.021538,3.81409836
725676,135,1223470,14761920,1.01,20.37,-0.021538,4.22909836
725707,135,1223470,14761920,0.5,20.37,-0.021538,4.55370968
725738,135,1223470,14761920,0.85,26.39,-0.021538,4.7887097
725766,135,1223470,14761920,0.36,26.39,-0.021538,5.145678
725797,135,1223470,14761920,0.01,26.39,-0.021538,5.660678
725827,135,1223470,14761920,3.51,26.39,-0.021538,5.75459016
725858,135,1223470,14761920,6.91,26.39,-0.021538,5.36459016
725888,135,1223470,14761920,7.24,26.39,-0.28805,4.6822131
725919,135,1223470,14761920,8.6,26.39,-0.58299,3.6772131
725950,135,1223470,14761920,7.6,26.39,-0.59703,3.2139344
725980,135,1223470,14761920,5.86,26.39,-0.39321,3.3439344
726011,135,1223470,14761920,3.56,26.39,-0.021538,3.7518033
726041,135,1223470,14761920,0,26.39,-0.021538,4.44680328
726072,135,1223470,14761920,0.4,26.39,-0.021538,4.97419355
726103,135,1223470,14761920,0,25.77,-0.021538,5.3341935
726132,135,1223470,14761920,0.9,25.77,-0.021538,5.618
726163,135,1223470,14761920,1.79,25.77,-0.021538,5.828
726193,135,1223470,14761920,2.77,25.77,-0.021538,5.87819672
726224,135,1223470,14761920,5.62,25.77,-0.021538,5.74819672
726254,135,1223470,14761920,10.25,25.77,-0.30116,5.2259836
726285,135,1223470,14761920,6.74,25.77,-0.61061,4.2709836
726316,135,1223470,14761920,6.8,25.77,-0.62534,3.9347541
726346,135,1223470,14761920,5.93,25.77,-0.41149,4.2697541
726377,135,1223470,14761920,3.22,25.77,-0.021538,4.6170492
726407,135,1223470,14761920,1.1,25.77,-0.021538,4.97704918
726438,135,1223470,14761920,0.72,25.77,-0.021538,5.16
726469,135,1223470,14761920,0.65,18.55,-0.021538,5.16
726497,135,1223470,14761920,0.57,18.55,-0.021538,5.3270339
726528,135,1223470,14761920,1.6,18.55,-0.021538,5.6920339
726558,135,1223470,14761920,5.41,18.55,-0.021538,5.82819672
726589,135,1223470,14761920,5.93,18.55,-0.021538,5.6981967
726619,135,1223470,14761920,6.91,18.55,-0.34841,4.7837705
726650,135,1223470,14761920,8.86,18.55,-0.71015,3.0037705
726681,135,1223470,14761920,6.41,18.55,-0.72736,2.34786885
726711,135,1223470,14761920,5.49,18.55,-0.47738,2.9128689
726742,135,1223470,14761920,3.5,18.55,-0.021538,3.4409836
726772,135,1223470,14761920,1.28,18.55,-0.021538,3.93098361
726803,135,1223470,14761920,0.28,18.55,-0.021538,4.48
726834,135,1223470,14761920,0.34,17.7,-0.024615,5.1
726862,135,1223470,14761920,0.85,17.7,-0.024615,5.55271186
726893,135,1223470,14761920,0.66,17.7,-0.024615,5.84271186
726923,135,1223470,14761920,2.81,17.7,-0.024615,5.90016393
726954,135,1223470,14761920,3.62,17.7,-0.024615,5.690163934
726984,135,1223470,14761920,10.24,17.7,-0.35719,4.6743443
727015,135,1223470,14761920,8.85,17.7,-0.72524,2.7693443
727046,135,1223470,14761920,7.19,17.7,-0.74276,2.0454098
727076,135,1223470,14761920,6.6,17.7,-0.48842,2.6054098
727107,135,1223470,14761920,2.52,17.7,-0.024615,3.1629508
727137,135,1223470,14761920,0.51,17.7,-0.024615,3.71795082
727168,135,1223470,14761920,0.64,17.7,-0.024615,4.16935484
727199,135,1223470,14761920,0.54,22.96,-0.024615,4.5193548
727227,135,1223470,14761920,1.14,22.96,-0.024615,4.9242373
727258,135,1223470,14761920,1.2,22.96,-0.024615,5.41423729
727288,135,1223470,14761920,2.63,22.96,-0.024615,5.75606557
727319,135,1223470,14761920,4.87,22.96,-0.024615,5.91606557
727349,135,1223470,14761920,7.52,22.96,-0.38424,4.9303279
727380,135,1223470,14761920,8.1,22.96,-0.78222,2.68032787
727411,135,1223470,14761920,7.51,22.96,-0.80117,1.70192308
727441,135,1223470,14761920,4.95,22.96,-0.52614,1.50967949
727838,135,1223470,14761920,3.33,21.67,-0.024615,2.46479663
727868,135,1223470,14761920,0.77,21.67,-0.024615,4.70054348
727899,135,1223470,14761920,0.51,21.67,-0.024615,4.88709677
727930,135,1223470,14761920,0,30.84,-0.024615,5.3770968
727958,135,1223470,14761920,0,30.84,-0.024615,5.7718644
727989,135,1223470,14761920,1.22,30.84,-0.024615,6.0818644
728019,135,1223470,14761920,1.27,30.84,-0.024615,6.2381148
728050,135,1223470,14761920,4.26,30.84,-0.024615,6.21311475
728080,135,1223470,14761920,6.83,30.84,-0.042725,6.16196721
728111,135,1223470,14761920,4.19,30.84,-0.062766,6.08196721
728142,135,1223470,14761920,5.02,30.84,-0.06372,5.91213115
728172,135,1223470,14761920,5.66,30.84,-0.04987,5.65213115
728203,135,1223470,14761920,3.8,30.84,-0.024615,5.49540984
728233,135,1223470,14761920,1.66,30.84,-0.024615,5.44540984
728264,135,1223470,14761920,1.73,30.84,-0.024615,5.78290323
728295,135,1223470,14761920,0.21,23.1,-0.024615,6.53290323
728323,135,1223470,14761920,0.36,23.1,-0.024615,6.9085593
728354,135,1223470,14761920,1.93,23.1,-0.024615,6.8835593
728384,135,1223470,14761920,2.21,23.1,-0.024615,6.80819672
728415,135,1223470,14761920,8.25,23.1,-0.024615,6.67819672
728445,135,1223470,14761920,8.28,23.1,-0.33138,6.0086066
728476,135,1223470,14761920,7.15,23.1,-0.67086,4.7436066
728507,135,1223470,14761920,6.65,23.1,-0.68702,3.9398361
728537,135,1223470,14761920,6.15,23.1,-0.45242,3.6548361
728568,135,1223470,14761920,1.65,23.1,-0.024615,3.81491803
728598,135,1223470,14761920,0.39,23.1,-0.024615,4.43491803
728629,135,1223470,14761920,0.05,23.1,-0.024615,4.825
708479,53,1049230,14666880,1.98,14,0,22.2786885
708509,53,1049230,14666880,1.3,14,0,34.028689
708540,53,1049230,14666880,0.52,14,0,53.620968
708571,53,1049230,14666880,0,15.43,0,81.770968
708600,53,1049230,14666880,0.72,15.43,0,106.496667
708631,53,1049230,14666880,0,15.43,0,128.346667
708661,53,1049230,14666880,3.04,15.43,0,116.728689
708692,53,1049230,14666880,6.59,15.43,0,67.778689
708722,53,1049230,14666880,8.78,15.43,-0.19203,40.364754
708753,53,1049230,14666880,9.66,15.43,-0.40453,36.714754
708784,53,1049230,14666880,7.42,15.43,-0.41465,40.77541
708814,53,1049230,14666880,5.56,15.43,-0.26779,52.92541
708845,53,1049230,14666880,3.16,15.43,0,81.157377
708875,53,1049230,14666880,0.49,15.43,0,126.00738
708906,53,1049230,14666880,0.22,15.43,0,153.95323
708937,53,1049230,14666880,0.05,21.64,0,164.60323
708965,53,1049230,14666880,0.65,21.64,0,168.56695
708996,53,1049230,14666880,1.1,21.64,0,165.21695
709026,53,1049230,14666880,0.84,21.64,0,149.04262
709057,53,1049230,14666880,6.98,21.64,0,118.842623
709087,53,1049230,14666880,5.42,21.64,-0.12708,86.194262
709118,53,1049230,14666880,9.42,21.64,-0.26772,50.844262
709149,53,1049230,14666880,8.72,21.64,-0.27441,46.242623
709179,53,1049230,14666880,2.95,21.64,-0.17722,74.592623
709210,53,1049230,14666880,3.22,21.64,0,101.909836
709240,53,1049230,14666880,1.78,21.64,0,128.15984
709271,53,1049230,14666880,0,21.64,0,145.75806
709302,53,1049230,14666880,0.54,21.91,0,154.55806
709330,53,1049230,14666880,0,21.91,0,159.39746
709361,53,1049230,14666880,0.47,21.91,0,160.04746
709391,53,1049230,14666880,1.75,21.91,0,154.00574
709422,53,1049230,14666880,6.3,21.91,0,140.55574
709452,53,1049230,14666880,5.92,21.91,-0.16106,109.872131
709483,53,1049230,14666880,11.25,21.91,-0.3393,60.172131
709514,53,1049230,14666880,7.97,21.91,-0.34778,57.804918
709544,53,1049230,14666880,3.24,21.91,-0.22461,106.004918
709575,53,1049230,14666880,3.59,21.91,0,136.77049
709605,53,1049230,14666880,1.11,21.91,0,149.52049
709636,53,1049230,14666880,0.62,21.91,0,157.20968
709667,53,1049230,14666880,0.76,9.86,0,159.70968
709695,53,1049230,14666880,1.36,9.86,0,156.67542
709726,53,1049230,14666880,1.86,9.86,0,147.22542
709756,53,1049230,14666880,5.57,9.86,0,117.830328
709787,53,1049230,14666880,7.16,9.86,0,66.780328
709817,53,1049230,14666880,8.31,9.86,-0.19068,34.295082
709848,53,1049230,14666880,10.58,9.86,-0.4017,22.295082
709879,53,1049230,14666880,8.61,9.86,-0.41174,21.803279
709909,53,1049230,14666880,5.53,9.86,-0.26592,33.603279
709940,53,1049230,14666880,1.84,9.86,0,59.370492
709970,53,1049230,14666880,1.14,9.86,0,99.570492
710001,53,1049230,14666880,0.81,9.86,0,127.54839
710032,53,1049230,14666880,0.07,21.69,0,143.14839
710061,53,1049230,14666880,0.37,21.69,0,152.62333
710092,53,1049230,14666880,0.6,21.69,0,155.67333
710122,53,1049230,14666880,0,21.69,0,152.09426
710153,53,1049230,14666880,5.88,21.69,0,141.14426
710183,53,1049230,14666880,8.34,21.69,-0.11626,116.52623
710214,53,1049230,14666880,5.54,21.69,-0.24491,76.82623
710245,53,1049230,14666880,8.18,21.69,-0.25103,52.434426
710275,53,1049230,14666880,7.89,21.69,-0.16213,45.184426
710306,53,1049230,14666880,3.95,21.69,0,62.622951
710336,53,1049230,14666880,0.8,21.69,0,105.572951
710367,53,1049230,14666880,0.56,21.69,0,133.35161
710398,53,1049230,14666880,0.51,17.99,0,145.65161
